Drug1,Drug2,Cell line,CSS1,CSS2,CSS,S_HSA,S_Bliss,S_Loewe,S_ZIP,S_sum,S_max,S_mean,classs,c_sy,c_ana,c_ad
GELDANAMYCIN,MK-8776,HT144,0,0,0,-35.67801903,-37.32692723,-40.58228496,-15.60101206,-17.0534,-12.8115,-8.5267,antag,,ana,
GELDANAMYCIN,MK-8776,ES2,29.0497,35.5712,32.31045,10.78175616,10.31235024,8.585538794,14.5234841,23.87275,24.98525,28.0916,additive,,,ad
GELDANAMYCIN,MK-8776,EFM192B,24.457,26.68,25.5685,-0.008594461,-3.732822695,-2.14967197,-7.273040878,5.9259,15.151,15.7472,additive,,,ad
GELDANAMYCIN,MK-8776,COLO320DM,10.3303,17.7716,14.05095,8.641094663,8.530883956,5.382975357,6.734772757,11.17845,11.17845,12.6147,additive,,,ad
GELDANAMYCIN,MK-8776,CAOV3,41.0841,36.1876,38.63585,15.91336571,12.26821818,12.66760299,10.67199652,19.87815,27.21875,29.257,Synerg,sy,,
GELDANAMYCIN,MK-8776,A375,25.8985,18.5221,22.2103,1.220969927,-0.410176424,0.296919741,-1.07681599,13.2529,16.1215,17.7316,additive,,,ad
GELDANAMYCIN,MK-8776,A2780,32.5127,36.7857,34.6492,6.685456739,5.76213959,-3.046391655,6.853280819,17.3926,18.6239,26.0209,additive,,,ad
GELDANAMYCIN,MK-8776,A2058,36.3946,38.9504,37.6725,14.23092373,12.59758955,12.81901958,17.7695828,18.4437,22.3651,28.0581,Synerg,sy,,
GELDANAMYCIN,DINACICLIB,ZR751,30.9981,30.2991,30.6486,2.963262893,2.041522819,-0.335420836,0.280996875,8.9562,13.9416,19.8024,additive,,,ad
GELDANAMYCIN,DINACICLIB,UACC62,36.6273,33.6042,35.11575,6.67089128,4.169963443,4.232440765,4.432376487,20.24455,26.51445,27.68015,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,T47D,6.1532,15.6855,10.91935,1.810044268,1.327292118,-3.401071526,0.975857197,7.32345,7.40905,9.1214,additive,,,ad
GELDANAMYCIN,DINACICLIB,SW837,24.7254,31.5676,28.1465,4.7219476,3.20107614,1.392507905,3.96132987,13.5812,18.2187,20.86385,additive,,,ad
GELDANAMYCIN,DINACICLIB,SW620,32.3329,29.7318,31.03235,3.308024219,1.67491276,0.478282032,2.009279626,5.51585,15.55295,18.2741,additive,,,ad
GELDANAMYCIN,DINACICLIB,SKMES1,23.4172,31.9229,27.67005,3.920699427,2.196623726,0.938053494,2.425959353,9.54655,13.94925,18.6083,additive,,,ad
GELDANAMYCIN,DINACICLIB,SKMEL30,29.4838,35.5433,32.51355,9.932998001,7.371504796,5.758484848,7.845050861,21.05205,25.13915,26.7828,additive,,,ad
GELDANAMYCIN,DINACICLIB,RPMI7951,38.2059,44.2571,41.2315,10.71747578,9.296213558,8.320044073,9.582715596,19.1128,28.1696,30.17215,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,RKO,39.4965,37.0626,38.27955,9.90810573,7.504087044,6.944624058,7.11885281,23.96635,30.60875,31.12295,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,OVCAR3,27.9677,25.913,26.94035,2.395852989,0.545498616,-0.119708587,1.648299386,15.36315,20.48995,21.15175,additive,,,ad
GELDANAMYCIN,DINACICLIB,OV90,35.6792,37.285,36.4821,4.644660337,2.450119075,2.678698496,2.691549562,13.5364,19.1399,25.00925,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,NCIH460,43.1004,34.7296,38.915,10.85235012,9.451292581,8.229539077,10.4459485,26.4013,29.7788,32.65815,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,NCIH23,36.5567,39.5461,38.0514,3.383290074,0.961126398,0.859136766,1.633656498,11.3783,18.9837,24.71485,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,NCIH2122,42.316,41.2314,41.7737,5.072344235,3.714258846,1.560185262,3.179477196,14.405,23.427,28.08935,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,NCIH1650,27.4913,34.1045,30.7979,4.796594241,3.10601673,1.843091982,3.293326222,11.5226,16.3895,21.16025,additive,,,ad
GELDANAMYCIN,DINACICLIB,MSTO,25.5408,15.8659,20.70335,2.211847011,0.643171087,-0.268543101,1.795756097,9.90725,14.22305,15.3053,additive,,,ad
GELDANAMYCIN,DINACICLIB,KPL1,29.6271,36.3176,32.97235,7.116452307,3.34141042,3.157733457,1.745045155,15.41895,21.43655,24.19565,additive,,,ad
GELDANAMYCIN,DINACICLIB,HT29,43.1038,45.0392,44.0715,2.268464616,0.859102725,-0.024301655,1.141437209,11.6004,20.5883,27.83595,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,HCT116,34.8563,43.0278,38.94205,8.293499548,6.276871516,5.683215143,7.225396021,24.82395,31.71455,31.883,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,EFM192B,26.8955,35.1629,31.0292,5.196016734,3.641554079,1.019504296,2.753706459,13.41,20.6117,22.2196,additive,,,ad
GELDANAMYCIN,DINACICLIB,DLD1,32.2002,30.9761,31.58815,7.200314828,5.498154297,4.167378855,18.10018405,19.22015,24.70985,25.40415,additive,,,ad
GELDANAMYCIN,DINACICLIB,COLO320DM,11.5483,16.9925,14.2704,3.649148942,3.412366462,-7.287595488,3.279878128,9.1971,9.1971,11.73375,additive,,,ad
GELDANAMYCIN,DINACICLIB,CAOV3,38.6134,39.1818,38.8976,7.340553271,4.6695058,4.94583802,5.46051417,23.4727,30.8133,31.18515,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,A427,41.2078,45.3013,43.25455,13.27232342,8.749413497,11.18809596,10.51628247,24.56915,33.15855,33.91185,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,A375,36.5235,40.3633,38.4434,8.780523398,7.099146835,5.795771912,6.961599132,25.1448,31.2336,31.7941,additive,,,not_ad
GELDANAMYCIN,DINACICLIB,A2058,37.2881,39.9181,38.6031,5.894985536,3.995417697,2.55816025,4.4183918,16.0795,23.2957,27.3413,additive,,,not_ad
GELDANAMYCIN,BEZ-235,ZR751,37.8804,36.433,37.1567,9.291989738,3.376841264,7.652442577,1.589002067,6.2789,20.4497,21.7178,additive,,,not_ad
GELDANAMYCIN,BEZ-235,VCAP,13.2425,21.7565,17.4995,10.29573591,9.368173875,8.720564484,20.13475847,13.6004,14.0919,15.54995,additive,,,ad
GELDANAMYCIN,BEZ-235,UWB1289BRCA1,24.1363,33.3934,28.76485,7.328413115,6.045458774,5.553599948,5.403746502,16.41585,20.34825,22.59035,additive,,,ad
GELDANAMYCIN,BEZ-235,UWB1289,24.4367,20.9798,22.70825,6.901160836,5.684755751,4.517280171,3.73361751,10.75395,12.94985,16.7311,additive,,,ad
GELDANAMYCIN,BEZ-235,UACC62,40.6799,38.7319,39.7059,15.72142672,11.09800612,13.74049591,11.68959806,22.8477,31.1046,31.2768,Synerg,sy,,
GELDANAMYCIN,BEZ-235,T47D,25.6916,17.4643,21.57795,10.62397769,10.97991846,9.338571426,9.554392196,11.34835,11.43395,16.46315,additive,,,ad
GELDANAMYCIN,BEZ-235,SW837,28.1295,33.7254,30.92745,7.360055436,4.620029721,4.939882841,3.779121467,14.39165,20.99965,22.65955,additive,,,ad
GELDANAMYCIN,BEZ-235,SW620,35.5442,40.7624,38.1533,7.049694549,5.027745011,4.736746605,5.684678043,14.714,22.6739,26.43365,additive,,,not_ad
GELDANAMYCIN,BEZ-235,SKOV3,38.3664,31.8174,35.0919,9.001560765,5.465782422,7.021590616,5.771699802,14.8148,22.9431,24.95335,additive,,,not_ad
GELDANAMYCIN,BEZ-235,SKMES1,37.4202,43.9441,40.68215,10.75034899,7.880745856,8.931527349,7.850655406,18.90785,26.96135,29.795,additive,,,not_ad
GELDANAMYCIN,BEZ-235,SKMEL30,30.6325,33.8433,32.2379,13.07247511,10.58493094,10.65732853,13.96439068,22.0147,26.1018,27.1263,Synerg,sy,,
GELDANAMYCIN,BEZ-235,RPMI7951,39.7912,41.3365,40.56385,15.7259922,11.33394559,13.87521997,10.68579813,14.83105,27.50195,27.69745,Synerg,sy,,
GELDANAMYCIN,BEZ-235,RKO,37.663,29.3359,33.49945,10.93111018,7.354894855,9.167841866,6.068359652,14.94365,22.61445,24.22155,additive,,,ad
GELDANAMYCIN,BEZ-235,PA1,22.4049,18.1197,20.2623,4.281815583,4.374714395,-5.064381669,4.786583034,7.3385,7.9783,13.8004,additive,,,ad
GELDANAMYCIN,BEZ-235,OV90,41.7303,37.4666,39.59845,7.311519046,4.344660114,5.322663076,3.049814199,10.67335,22.25625,25.1359,additive,,,not_ad
GELDANAMYCIN,BEZ-235,OCUBM,30.2341,23.7071,26.9706,6.291358822,5.411542716,2.594094891,3.488300959,9.5362,11.7165,18.2534,additive,,,ad
GELDANAMYCIN,BEZ-235,NCIH520,35.4131,30.7237,33.0684,4.407872143,1.708119072,1.206817814,2.215270482,7.7015,18.4074,20.38495,additive,,,ad
GELDANAMYCIN,BEZ-235,NCIH460,42.1996,40.0442,41.1219,14.62500724,10.98850856,13.09175308,14.10002709,26.8006,31.9857,33.96125,Synerg,sy,,
GELDANAMYCIN,BEZ-235,NCIH23,35.0601,40.6349,37.8475,3.551518672,1.452934862,2.047205701,2.324437922,10.7277,18.7798,24.2876,additive,,,not_ad
GELDANAMYCIN,BEZ-235,NCIH2122,41.2218,38.8641,40.04295,6.853335723,4.741417293,4.799923418,4.852744037,13.77425,21.69625,26.9086,additive,,,not_ad
GELDANAMYCIN,BEZ-235,NCIH1650,27.506,31.1344,29.3202,4.626017366,1.936051017,2.647257081,2.305849039,5.607,14.9118,17.4636,additive,,,ad
GELDANAMYCIN,BEZ-235,MDAMB436,30.0282,25.2827,27.65545,9.467064,5.569658334,8.180755957,13.67929478,11.92795,17.20885,19.7917,additive,,,ad
GELDANAMYCIN,BEZ-235,LOVO,34.6648,32.7924,33.7286,3.367926772,4.458448156,1.199966301,2.352213973,10.9631,13.3886,22.34585,additive,,,ad
GELDANAMYCIN,BEZ-235,LNCAP,36.5924,36.1705,36.38145,10.22294837,6.529340116,6.810004493,4.805214096,9.85895,21.49795,23.1202,additive,,,not_ad
GELDANAMYCIN,BEZ-235,KPL1,30.1664,29.0914,29.6289,3.315837769,-0.488303341,0.520365123,-3.259806974,3.9593,15.4951,16.7941,additive,,,ad
GELDANAMYCIN,BEZ-235,HT29,42.5521,42.8451,42.6986,5.04255525,3.278263697,2.613296556,2.902119994,10.1756,19.2154,26.4371,additive,,,not_ad
GELDANAMYCIN,BEZ-235,HT144,35.0011,43.1032,39.05215,12.63844044,10.16400621,10.52931582,20.30799158,19.40565,26.24065,29.2289,Synerg,sy,,
GELDANAMYCIN,BEZ-235,HCT116,31.5674,23.9517,27.75955,5.952540043,4.29621873,4.112427937,3.866634498,17.45775,20.86895,22.60865,additive,,,ad
GELDANAMYCIN,BEZ-235,EFM192B,30.6146,26.7094,28.662,1.364197745,-1.499975731,-2.918721506,-1.667288066,5.6528,16.0703,17.1574,additive,,,ad
GELDANAMYCIN,BEZ-235,DLD1,36.2969,29.3214,32.80915,7.763650934,4.625790875,6.094934667,13.91076199,13.45325,20.33155,23.1312,additive,,,ad
GELDANAMYCIN,BEZ-235,COLO320DM,23.9627,31.9738,27.96825,11.26874692,12.13495975,1.835568052,31.40703911,21.77405,21.77405,24.87115,additive,,,ad
GELDANAMYCIN,BEZ-235,CAOV3,38.0485,29.8013,33.9249,13.45589861,9.393172153,11.62577822,9.126128951,16.8509,24.1915,25.3879,additive,,,ad
GELDANAMYCIN,BEZ-235,A375,32.9355,34.7231,33.8293,10.23330215,7.967275957,8.42750561,8.234288511,19.3394,25.4282,26.58435,additive,,,ad
GELDANAMYCIN,BEZ-235,A2780,41.8763,42.3664,42.12135,7.946166033,5.707665416,5.147289427,5.518220535,10.47435,26.09605,26.29785,additive,,,not_ad
GELDANAMYCIN,BEZ-235,A2058,38.5221,39.024,38.77305,8.263965272,5.243605972,5.692713864,3.589524235,9.42695,23.46565,24.1,additive,,,not_ad
ZOLINZA,GELDANAMYCIN,ZR751,33.3478,31.1354,32.2416,2.005638858,1.932985504,-0.465091557,0.204119309,11.5316,15.5346,21.8866,additive,,,ad
ZOLINZA,GELDANAMYCIN,VCAP,20.9606,15.2361,18.09835,8.945396565,8.063209543,5.983301928,5.514557057,12.65865,13.15015,15.3785,additive,,,ad
ZOLINZA,GELDANAMYCIN,UWB1289BRCA1,19.8789,14.631,17.25495,5.262886885,3.596381516,2.781198059,2.949647581,9.04885,12.98125,13.1519,additive,,,ad
ZOLINZA,GELDANAMYCIN,UACC62,26.6579,30.7625,28.7102,2.817653976,0.86389676,0.391929027,3.34124881,14.5351,20.1089,21.62265,additive,,,ad
ZOLINZA,GELDANAMYCIN,T47D,6.4571,5.9398,6.19845,4.418990181,3.646474589,-0.400985033,4.470291008,3.28935,3.37495,4.7439,additive,,,ad
ZOLINZA,GELDANAMYCIN,SW837,29.2151,22.5058,25.86045,4.609433244,3.163027824,2.100359972,3.072200385,10.78365,15.93265,18.32205,additive,,,ad
ZOLINZA,GELDANAMYCIN,SKOV3,30.5529,35.1984,32.87565,9.590616908,7.890532086,7.397401705,8.184140738,20.81945,24.74735,26.84755,additive,,,ad
ZOLINZA,GELDANAMYCIN,SKMES1,25.3506,15.6388,20.4947,-0.498299729,-1.936512898,-4.06753219,-2.213388956,3.8771,6.7739,12.1859,additive,,,ad
ZOLINZA,GELDANAMYCIN,SKMEL30,21.3935,18.3769,19.8852,2.574081615,0.429578281,0.213028238,13.03196129,11.8933,15.7981,15.88925,additive,,,ad
ZOLINZA,GELDANAMYCIN,RPMI7951,37.4548,31.5837,34.51925,12.15052226,10.58108014,9.422583998,10.67530228,17.31285,21.45735,25.91605,additive,,,ad
ZOLINZA,GELDANAMYCIN,OV90,34.7796,32.511,33.6453,5.048886966,4.627372842,-0.6368131,2.369947132,14.4604,16.3031,24.05285,additive,,,ad
ZOLINZA,GELDANAMYCIN,NCIH23,30.7009,26.232,28.46645,-3.407179416,-4.475274198,-6.096024345,-3.208934008,5.23415,9.39875,16.8503,additive,,,ad
ZOLINZA,GELDANAMYCIN,NCIH2122,39.0235,35.6106,37.31705,4.248247443,2.090509662,1.57739606,2.023973294,11.96935,18.97035,24.6432,additive,,,not_ad
ZOLINZA,GELDANAMYCIN,NCIH1650,27.3743,21.1,24.23715,2.643013953,1.391305173,-0.359055113,-0.349452137,7.34795,9.82875,15.79255,additive,,,ad
ZOLINZA,GELDANAMYCIN,MSTO,33.1172,34.6329,33.87505,14.94791847,11.73683699,12.79746796,10.38258191,15.49485,21.97515,24.68495,Synerg,sy,,
ZOLINZA,GELDANAMYCIN,MDAMB436,23.7177,28.6413,26.1795,8.812437845,6.627617975,7.215248508,5.515925972,17.9022,20.8986,22.04085,additive,,,ad
ZOLINZA,GELDANAMYCIN,LOVO,27.1822,20.6769,23.92955,3.840804439,2.45908921,1.534528103,2.565412021,13.42305,15.84855,18.6763,additive,,,ad
ZOLINZA,GELDANAMYCIN,LNCAP,33.8855,26.3182,30.10185,7.008414428,3.508932824,4.849616166,2.77489173,11.27665,18.46285,20.68925,additive,,,ad
ZOLINZA,GELDANAMYCIN,KPL1,28.3173,21.292,24.80465,1.595793781,-1.219902591,-0.343850419,-4.20171479,8.22675,13.26885,16.5157,additive,,,ad
ZOLINZA,GELDANAMYCIN,HT29,44.2457,42.4102,43.32795,2.312717197,1.081547255,-0.15617931,0.119018273,12.66945,19.84475,27.9987,additive,,,not_ad
ZOLINZA,GELDANAMYCIN,HCT116,27.4493,25.0336,26.24145,1.175948369,-0.521043484,-1.944487915,0.072000979,12.42365,19.31425,19.33255,additive,,,ad
ZOLINZA,GELDANAMYCIN,ES2,24.3032,14.5342,19.4187,5.045313976,3.828588435,-1.138192635,8.329936651,12.7202,13.8327,16.06945,additive,,,ad
ZOLINZA,GELDANAMYCIN,EFM192B,24.9612,21.554,23.2576,1.232340666,-0.182939773,-1.331668272,0.275549329,8.9732,12.8401,16.1154,additive,,,ad
ZOLINZA,GELDANAMYCIN,DLD1,23.0225,29.997,26.50975,7.144675356,5.869709139,5.336556233,20.55033131,16.40895,19.63145,21.45935,additive,,,ad
ZOLINZA,GELDANAMYCIN,A375,7.1868,7.7209,7.45385,-1.755668512,-3.559962362,-4.217655488,-0.78234294,-1.90535,1.36505,2.77425,additive,,,ad
ZOLINZA,GELDANAMYCIN,A2780,32.5517,26.3722,29.46195,5.185891473,3.835228711,2.182994316,3.639302967,8.94715,13.43665,19.20455,additive,,,ad
ZOLINZA,GELDANAMYCIN,A2058,34.4538,29.2847,31.86925,4.576626861,2.960277803,1.35833054,3.477957878,12.32965,16.56185,22.09945,additive,,,ad
ZOLINZA,TOPOTECAN,ZR751,28.3961,24.2645,26.3303,7.153465658,7.23889106,5.130231679,5.135655958,12.3174,16.3204,19.32385,additive,,,ad
ZOLINZA,TOPOTECAN,VCAP,27.6107,26.6873,27.149,10.42504807,8.087787787,7.803727764,6.64175468,17.4474,22.2008,22.2982,additive,,,ad
ZOLINZA,TOPOTECAN,UWB1289BRCA1,35.7979,29.2105,32.5042,9.616851631,7.310755098,5.174737596,5.935364469,16.7206,20.9943,24.6124,additive,,,ad
ZOLINZA,TOPOTECAN,UWB1289,42.96,39.4114,41.1857,6.389819869,5.759967603,1.409696035,4.778297249,13.9812,19.1648,27.58345,additive,,,not_ad
ZOLINZA,TOPOTECAN,UACC62,35.382,37.7448,36.5634,6.73615827,5.565644277,4.219425802,3.061965153,14.8936,20.4674,25.7285,additive,,,not_ad
ZOLINZA,TOPOTECAN,T47D,32.0411,37.3168,34.67895,15.74828613,15.61133746,13.83188396,12.89437885,21.44755,24.27105,28.06325,Synerg,sy,,
ZOLINZA,TOPOTECAN,SW837,33.8392,26.4321,30.13565,4.582713079,3.440188089,1.903314003,1.902027644,13.70585,18.85485,21.92075,additive,,,ad
ZOLINZA,TOPOTECAN,SW620,38.7534,37.568,38.1607,6.88338652,6.633520218,3.920425209,4.22219725,17.921,22.205,28.04085,additive,,,not_ad
ZOLINZA,TOPOTECAN,SKOV3,35.9127,42.5383,39.2255,14.82473595,13.1172911,12.02463629,13.02206642,27.2112,31.1391,33.21835,Synerg,sy,,
ZOLINZA,TOPOTECAN,SKMEL30,28.034,24.8387,26.43635,4.159576211,2.287510081,1.393498427,2.135719228,12.22545,16.13025,19.3309,additive,,,ad
ZOLINZA,TOPOTECAN,RPMI7951,44.1184,41.3036,42.711,8.092753402,7.003348307,4.82573544,6.12676434,22.225,26.3695,32.468,additive,,,not_ad
ZOLINZA,TOPOTECAN,RKO,28.8694,22.8954,25.8824,4.642668068,2.352054912,-0.181011102,0.693694728,10.9412,14.9295,18.4118,additive,,,ad
ZOLINZA,TOPOTECAN,PA1,40.1956,45.9113,43.05345,4.312078905,3.326445927,3.085333106,4.188636297,8.97625,17.39615,26.01485,additive,,,not_ad
ZOLINZA,TOPOTECAN,OVCAR3,25.7374,33.3543,29.54585,6.20390653,4.546697241,2.923422815,4.410321881,16.56095,20.38435,23.0534,additive,,,ad
ZOLINZA,TOPOTECAN,OV90,33.6697,30.5615,32.1156,7.754322691,7.509626201,4.596270494,10.2798832,16.8228,18.6655,24.4692,additive,,,ad
ZOLINZA,TOPOTECAN,OCUBM,42.3955,39.0378,40.71665,5.714351955,4.849949655,3.924190865,2.059334204,11.01315,20.05415,25.8649,additive,,,not_ad
ZOLINZA,TOPOTECAN,NCIH520,35.3737,32.2167,33.7952,6.413903071,5.478078662,3.841887378,3.875170313,14.3592,19.5133,24.0772,additive,,,ad
ZOLINZA,TOPOTECAN,NCIH460,36.5729,36.7112,36.64205,5.115851909,4.092836315,2.201969249,4.231756495,18.88225,21.33615,27.76215,additive,,,not_ad
ZOLINZA,TOPOTECAN,NCIH23,36.2983,28.2979,32.2981,1.677055969,0.61457911,-1.459649673,1.193032874,13.0817,17.2463,22.6899,additive,,,ad
ZOLINZA,TOPOTECAN,NCIH2122,37.8558,40.6903,39.27305,9.75458343,6.773996455,7.354737392,5.036199844,14.56635,21.56735,26.9197,additive,,,not_ad
ZOLINZA,TOPOTECAN,NCIH1650,15.1528,20.3702,17.7615,2.725190205,0.962111723,0.275092374,-0.57233686,9.551,12.0318,13.65625,additive,,,ad
ZOLINZA,TOPOTECAN,MSTO,43.6346,43.0846,43.3596,13.27113404,10.52837626,10.7218228,11.24467024,16.8487,28.7486,30.10415,Synerg,sy,,
ZOLINZA,TOPOTECAN,MDAMB436,32.4573,30.526,31.49165,2.822629635,3.24880165,-1.090870664,1.547791578,11.96635,14.96275,21.729,additive,,,ad
ZOLINZA,TOPOTECAN,LOVO,38.4761,34.6992,36.58765,8.349493428,4.506004024,5.232743179,3.717369712,13.83775,21.91875,25.2127,additive,,,not_ad
ZOLINZA,TOPOTECAN,LNCAP,0,0,0,-34.10005717,-37.65155177,-36.91075957,-15.46098417,-18.6907,-11.5045,-9.34535,antag,,ana,
ZOLINZA,TOPOTECAN,KPL1,21.2206,20.2906,20.7556,3.761975271,1.383720886,1.882011362,-2.969329781,9.8451,14.8872,15.30035,additive,,,ad
ZOLINZA,TOPOTECAN,HT29,41.1017,35.9456,38.52365,4.938362578,3.249505878,1.480205594,2.712348321,15.16755,22.34285,26.8456,additive,,,not_ad
ZOLINZA,TOPOTECAN,HT144,27.6063,23.5331,25.5697,7.716322513,6.236089314,5.152369318,4.328993308,11.5929,16.3461,18.5813,additive,,,ad
ZOLINZA,TOPOTECAN,HCT116,32.8135,26.2676,29.54055,7.151199179,5.613301277,4.573514158,5.183782744,14.39695,21.32415,21.96875,additive,,,ad
ZOLINZA,TOPOTECAN,ES2,44.2439,41.1407,42.6923,5.517573293,4.566877674,2.056089089,4.44680744,20.1688,25.7548,31.43055,additive,,,not_ad
ZOLINZA,TOPOTECAN,EFM192B,35.2691,28.3521,31.8106,6.849771256,5.26712223,3.77788977,4.904238123,15.6502,19.5171,23.7304,additive,,,ad
ZOLINZA,TOPOTECAN,DLD1,29.1585,35.3277,32.2431,4.247758792,3.06278016,1.292830331,2.081921865,16.4636,19.6861,24.35335,additive,,,ad
ZOLINZA,TOPOTECAN,CAOV3,38.9657,31.4137,35.1897,3.386072185,2.880291196,-2.172938378,5.61335273,12.9841,16.3391,24.0869,additive,,,not_ad
ZOLINZA,TOPOTECAN,A427,38.7723,39.3187,39.0455,4.09295395,0.04781724,1.637743582,-0.548810298,8.0264,21.3243,23.53595,additive,,,not_ad
ZOLINZA,TOPOTECAN,A375,41.7419,40.8796,41.31075,8.683942975,7.643350275,5.319954359,6.468474197,22.83705,26.10745,32.0739,additive,,,not_ad
ZOLINZA,TOPOTECAN,A2780,42.9631,41.1249,42.044,10.0572511,9.557688245,7.22909407,9.144486415,18.2523,22.7418,30.14815,additive,,,not_ad
ZOLINZA,TOPOTECAN,A2058,40.6825,37.245,38.96375,6.660527031,5.449219378,3.599932078,3.85934365,18.87855,23.11075,28.92115,additive,,,not_ad
ZOLINZA,TEMOZOLOMIDE,ZR751,10.2393,9.267,9.75315,0.437005512,0.128249149,-18.64631552,3.057817094,5.75015,5.75015,7.75165,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,VCAP,18.4437,12.3539,15.3988,5.345631359,5.55072046,-14.02323143,4.318550954,10.4506,10.4506,12.9247,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,UWB1289BRCA1,12.4512,9.2701,10.86065,-3.131734128,-6.197659899,-12.49445544,-7.877481983,2.56645,6.58695,6.71355,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,UWB1289,22.8437,18.915,20.87935,3.52592919,1.960295844,-4.517137058,-3.156230487,10.14035,15.32395,15.50985,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,T47D,8.9404,6.5758,7.7581,4.277721609,4.312172394,#N/A,5.369864446,4.9346,4.9346,6.34635,#N/A,,,
ZOLINZA,TEMOZOLOMIDE,SW837,14.2784,14.3515,14.31495,0.386652093,-0.034602163,-9.661929137,2.496809296,9.16595,9.16595,11.74045,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,SW620,31.4147,27.664,29.53935,5.701323155,5.929736608,1.572848759,4.096757248,11.96955,16.25355,20.75445,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,SKOV3,0.0842,7.9387,4.01145,-0.03536454,0.026928786,#N/A,2.729027913,0.08355,0.08355,2.0475,#N/A,,,
ZOLINZA,TEMOZOLOMIDE,SKMES1,18.4543,9.451,13.95265,7.925236347,6.165031909,6.409065399,10.22447152,10.69175,11.05585,12.3222,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,SKMEL30,19.9644,16.4019,18.18315,6.039693522,4.807480818,-3.371150716,5.887372945,14.07065,14.27835,16.1269,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,RPMI7951,24.259,17.6244,20.9417,7.065026264,5.271921344,4.283960352,4.481223943,13.512,16.7972,17.22685,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,RKO,14.1899,9.5513,11.8706,3.581311581,3.983994609,-11.05418367,2.314428426,7.8823,7.8823,9.87645,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,OV90,4.0121,6.5155,5.2638,3.890434513,2.716457592,-3.743441987,4.542136495,3.4211,3.4211,4.34245,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,NCIH520,20.5308,13.0238,16.7773,1.154698453,0.531544811,-8.927049019,2.641473407,11.575,11.6232,14.17615,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,NCIH460,7.7932,7.848,7.8206,6.041544894,4.971394038,2.890603119,3.915737151,4.3359,5.3667,6.07825,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,NCIH23,14.8267,11.0227,12.9247,0.330126706,-0.82285079,-3.374429726,0.347296303,6.4832,8.7601,9.70395,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,NCIH2122,27.8038,18.9716,23.3877,7.583541365,7.053240494,-1.51589986,6.205906242,15.6786,16.3867,19.53315,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,NCIH1650,0,4.7445,2.37225,-7.47564294,-8.747371441,-8.586391418,-5.51432295,-1.17885,-0.10855,0.5967,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,MSTO,43.364,36.0201,39.69205,14.32062934,13.26460303,11.08889421,13.06179834,23.63545,27.79215,31.66375,Synerg,sy,,
ZOLINZA,TEMOZOLOMIDE,MDAMB436,14.9978,14.5334,14.7656,5.721823886,5.101890327,-0.208328144,4.368568065,11.6858,11.7692,13.2257,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,LNCAP,28.6226,20.6489,24.63575,2.703846631,3.463415319,-11.45605446,2.145979074,17.44955,17.44955,21.04265,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,KPL1,0.8205,7.1658,3.99315,-1.690779459,-0.912930017,-13.6205984,-1.476616938,-1.04895,-1.04895,1.4721,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,HT144,15.9446,10.1318,13.0382,3.80908985,3.621467982,-6.298319562,3.742339452,8.285,8.285,10.6616,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,HCT116,20.4181,14.1023,17.2602,-0.133047237,-0.13534687,-22.20161011,0.304467106,10.333,10.333,13.7966,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,ES2,34.6275,29.369,31.99825,6.839362353,5.205442833,3.529983791,4.878541425,14.66875,20.25475,23.3335,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,EFM192B,10.2398,8.3869,9.31335,1.600909063,1.51870136,-12.12537568,2.792351645,5.44645,5.44645,7.3799,additive,,,ad
ZOLINZA,TEMOZOLOMIDE,DLD1,7.6718,9.2528,8.4623,1.715344282,1.681924983,#N/A,3.233779378,5.2398,5.2398,6.85105,#N/A,,,
